genome	S_alg	k	d	M_alg	kmer_count	l	o	z	r	S_xz_bytes	M_xz_bytes	enc1_xz_bytes	enc2_xz_bytes	pref
yeast	pseudosimplitigs	18	2	ones	11456651	11649599	11480006	169593	13540	3011536	37144	3048680	3045892	yeast.S_pseudosimplitigs.k_18.d_2.M_ones
yeast	pseudosimplitigs	18	2	runs	11456651	11649599	11476626	172973	11748	3011536	34452	3045988	3043928	yeast.S_pseudosimplitigs.k_18.d_2.M_runs
yeast	pseudosimplitigs	18	2	zeros	11456651	11649599	11456651	192948	20370	3011536	54800	3066336	3057360	yeast.S_pseudosimplitigs.k_18.d_2.M_zeros
yeast	pseudosimplitigs	18	3	default	11456651	11611197	11456651	154546	20878	3003008	56776	3059784	3047728	yeast.S_pseudosimplitigs.k_18.d_3.M_default
yeast	pseudosimplitigs	18	3	ones	11456651	11611197	11480187	131010	11332	3003008	31784	3034792	3031800	yeast.S_pseudosimplitigs.k_18.d_3.M_ones
yeast	pseudosimplitigs	18	3	runs	11456651	11611197	11478075	133122	10235	3003008	30104	3033112	3031084	yeast.S_pseudosimplitigs.k_18.d_3.M_runs
yeast	pseudosimplitigs	18	3	zeros	11456651	11611197	11456651	154546	21026	3003008	57296	3060304	3047636	yeast.S_pseudosimplitigs.k_18.d_3.M_zeros
yeast	pseudosimplitigs	18	4	default	11456651	11592849	11456651	136198	21678	2998724	59296	3058020	3044180	yeast.S_pseudosimplitigs.k_18.d_4.M_default
yeast	pseudosimplitigs	18	4	ones	11456651	11592849	11482442	110407	10542	2998724	30268	3028992	3024896	yeast.S_pseudosimplitigs.k_18.d_4.M_ones
yeast	pseudosimplitigs	18	4	runs	11456651	11592849	11480992	111857	9773	2998724	29204	3027928	3024316	yeast.S_pseudosimplitigs.k_18.d_4.M_runs
yeast	pseudosimplitigs	18	4	zeros	11456651	11592849	11456651	136198	21726	2998724	59412	3058136	3044512	yeast.S_pseudosimplitigs.k_18.d_4.M_zeros
yeast	pseudosimplitigs	18	5	default	11456651	11589656	11456651	133005	22775	2998608	62304	3060912	3045512	yeast.S_pseudosimplitigs.k_18.d_5.M_default
yeast	pseudosimplitigs	18	5	ones	11456651	11589656	11483889	105767	10948	2998608	31816	3030424	3024736	yeast.S_pseudosimplitigs.k_18.d_5.M_ones
yeast	pseudosimplitigs	18	5	runs	11456651	11589656	11482940	106716	10367	2998608	31028	3029636	3024832	yeast.S_pseudosimplitigs.k_18.d_5.M_runs
yeast	pseudosimplitigs	18	5	zeros	11456651	11589656	11456651	133005	22796	2998608	62460	3061068	3045512	yeast.S_pseudosimplitigs.k_18.d_5.M_zeros
yeast	pseudosimplitigs	18	6	default	11456651	11590798	11456651	134147	24029	2998948	65680	3064628	3047604	yeast.S_pseudosimplitigs.k_18.d_6.M_default
yeast	pseudosimplitigs	18	6	ones	11456651	11590798	11485036	105762	11780	2998948	34700	3033648	3027008	yeast.S_pseudosimplitigs.k_18.d_6.M_ones
yeast	pseudosimplitigs	18	6	runs	11456651	11590798	11484373	106425	11331	2998948	34136	3033084	3026448	yeast.S_pseudosimplitigs.k_18.d_6.M_runs
yeast	pseudosimplitigs	18	6	zeros	11456651	11590798	11456651	134147	24048	2998948	65768	3064716	3048604	yeast.S_pseudosimplitigs.k_18.d_6.M_zeros
yeast	pseudosimplitigs	18	7	default	11456651	11599850	11456651	143199	26235	3000668	70864	3071532	3054380	yeast.S_pseudosimplitigs.k_18.d_7.M_default
yeast	pseudosimplitigs	18	7	ones	11456651	11599850	11487778	112072	13869	3000668	39928	3040596	3032952	yeast.S_pseudosimplitigs.k_18.d_7.M_ones
yeast	pseudosimplitigs	18	7	runs	11456651	11599850	11486938	112912	13319	3000668	39252	3039920	3032612	yeast.S_pseudosimplitigs.k_18.d_7.M_runs
yeast	pseudosimplitigs	18	7	zeros	11456651	11599850	11456651	143199	26258	3000668	70932	3071600	3053908	yeast.S_pseudosimplitigs.k_18.d_7.M_zeros
yeast	pseudosimplitigs	18	8	default	11456651	11617243	11456651	160592	29294	3005828	76664	3082492	3064412	yeast.S_pseudosimplitigs.k_18.d_8.M_default
yeast	pseudosimplitigs	18	8	ones	11456651	11617243	11489654	127589	16743	3005828	46004	3051832	3042600	yeast.S_pseudosimplitigs.k_18.d_8.M_ones
yeast	pseudosimplitigs	18	8	runs	11456651	11617243	11488826	128417	16216	3005828	45392	3051220	3042324	yeast.S_pseudosimplitigs.k_18.d_8.M_runs
yeast	pseudosimplitigs	18	8	zeros	11456651	11617243	11456651	160592	29308	3005828	76680	3082508	3064656	yeast.S_pseudosimplitigs.k_18.d_8.M_zeros
yeast	pseudosimplitigs	18	9	default	11456651	11641889	11456651	185238	32971	3011672	81468	3093140	3077048	yeast.S_pseudosimplitigs.k_18.d_9.M_default
yeast	pseudosimplitigs	18	9	ones	11456651	11641889	11491710	150179	20323	3011672	50580	3062252	3055428	yeast.S_pseudosimplitigs.k_18.d_9.M_ones
yeast	pseudosimplitigs	18	9	runs	11456651	11641889	11490771	151118	19708	3011672	49948	3061620	3054780	yeast.S_pseudosimplitigs.k_18.d_9.M_runs
yeast	pseudosimplitigs	18	9	zeros	11456651	11641889	11456651	185238	33024	3011672	81656	3093328	3076604	yeast.S_pseudosimplitigs.k_18.d_9.M_zeros
yeast	pseudosimplitigsAC	18	1	default	11456651	11770216	11456651	313565	18445	3039540	45404	3084944	3089688	yeast.S_pseudosimplitigsAC.k_18.d_1.M_default
yeast	pseudosimplitigsAC	18	1	ones	11456651	11770216	11486364	283852	21830	3039540	56300	3095840	3093808	yeast.S_pseudosimplitigsAC.k_18.d_1.M_ones
yeast	pseudosimplitigsAC	18	1	runs	11456651	11770216	11478843	291373	18217	3039540	50972	3090512	3089192	yeast.S_pseudosimplitigsAC.k_18.d_1.M_runs
yeast	pseudosimplitigsAC	18	1	zeros	11456651	11770216	11456651	313565	20846	3039540	52416	3091956	3092996	yeast.S_pseudosimplitigsAC.k_18.d_1.M_zeros
yeast	pseudosimplitigsAC	18	10	default	11456651	11663010	11456651	206359	36057	3015804	83040	3098844	3087588	yeast.S_pseudosimplitigsAC.k_18.d_10.M_default
yeast	pseudosimplitigsAC	18	10	ones	11456651	11663010	11493337	169673	23408	3015804	52316	3068120	3064068	yeast.S_pseudosimplitigsAC.k_18.d_10.M_ones
yeast	pseudosimplitigsAC	18	10	runs	11456651	11663010	11492170	170840	22647	3015804	51592	3067396	3064632	yeast.S_pseudosimplitigsAC.k_18.d_10.M_runs
yeast	pseudosimplitigsAC	18	10	zeros	11456651	11663010	11456651	206359	36324	3015804	84216	3100020	3086160	yeast.S_pseudosimplitigsAC.k_18.d_10.M_zeros
yeast	pseudosimplitigsAC	18	11	default	11456651	11678475	11456651	221824	38525	3018364	84544	3102908	3093692	yeast.S_pseudosimplitigsAC.k_18.d_11.M_default
yeast	pseudosimplitigsAC	18	11	ones	11456651	11678475	11494162	184313	25869	3018364	53820	3072184	3070668	yeast.S_pseudosimplitigsAC.k_18.d_11.M_ones
yeast	pseudosimplitigsAC	18	11	runs	11456651	11678475	11492894	185581	25034	3018364	53156	3071520	3070792	yeast.S_pseudosimplitigsAC.k_18.d_11.M_runs
yeast	pseudosimplitigsAC	18	11	zeros	11456651	11678475	11456651	221824	38792	3018364	85768	3104132	3092704	yeast.S_pseudosimplitigsAC.k_18.d_11.M_zeros
yeast	pseudosimplitigsAC	18	12	default	11456651	11682843	11456651	226192	39465	3017932	85144	3103076	3095224	yeast.S_pseudosimplitigsAC.k_18.d_12.M_default
yeast	pseudosimplitigsAC	18	12	ones	11456651	11682843	11494549	188294	26800	3017932	54348	3072280	3072320	yeast.S_pseudosimplitigsAC.k_18.d_12.M_ones
yeast	pseudosimplitigsAC	18	12	runs	11456651	11682843	11493235	189608	25923	3017932	53652	3071584	3072640	yeast.S_pseudosimplitigsAC.k_18.d_12.M_runs
yeast	pseudosimplitigsAC	18	12	zeros	11456651	11682843	11456651	226192	39730	3017932	86340	3104272	3094684	yeast.S_pseudosimplitigsAC.k_18.d_12.M_zeros
yeast	pseudosimplitigsAC	18	2	default	11456651	11649135	11456651	192484	19668	3012392	52040	3064432	3056924	yeast.S_pseudosimplitigsAC.k_18.d_2.M_default
yeast	pseudosimplitigsAC	18	2	ones	11456651	11649135	11480271	168864	13441	3012392	36136	3048528	3045500	yeast.S_pseudosimplitigsAC.k_18.d_2.M_ones
yeast	pseudosimplitigsAC	18	2	runs	11456651	11649135	11476758	172377	11642	3012392	33412	3045804	3043692	yeast.S_pseudosimplitigsAC.k_18.d_2.M_runs
yeast	pseudosimplitigsAC	18	2	zeros	11456651	11649135	11456651	192484	20287	3012392	53804	3066196	3056824	yeast.S_pseudosimplitigsAC.k_18.d_2.M_zeros
yeast	pseudosimplitigsAC	18	3	default	11456651	11610006	11456651	153355	20602	3003884	55436	3059320	3047740	yeast.S_pseudosimplitigsAC.k_18.d_3.M_default
yeast	pseudosimplitigsAC	18	3	ones	11456651	11610006	11480809	129197	11035	3003884	30292	3034176	3031176	yeast.S_pseudosimplitigsAC.k_18.d_3.M_ones
yeast	pseudosimplitigsAC	18	3	runs	11456651	11610006	11478656	131350	9949	3003884	28580	3032464	3030280	yeast.S_pseudosimplitigsAC.k_18.d_3.M_runs
yeast	pseudosimplitigsAC	18	3	zeros	11456651	11610006	11456651	153355	20803	3003884	56092	3059976	3047760	yeast.S_pseudosimplitigsAC.k_18.d_3.M_zeros
yeast	pseudosimplitigsAC	18	4	default	11456651	11591620	11456651	134969	21442	2998896	58040	3056936	3043732	yeast.S_pseudosimplitigsAC.k_18.d_4.M_default
yeast	pseudosimplitigsAC	18	4	ones	11456651	11591620	11482708	108912	10192	2998896	28740	3027636	3024820	yeast.S_pseudosimplitigsAC.k_18.d_4.M_ones
yeast	pseudosimplitigsAC	18	4	runs	11456651	11591620	11481284	110336	9435	2998896	27580	3026476	3023960	yeast.S_pseudosimplitigsAC.k_18.d_4.M_runs
yeast	pseudosimplitigsAC	18	4	zeros	11456651	11591620	11456651	134969	21503	2998896	58216	3057112	3043788	yeast.S_pseudosimplitigsAC.k_18.d_4.M_zeros
yeast	pseudosimplitigsAC	18	5	default	11456651	11587843	11456651	131192	22493	2998276	60920	3059196	3045808	yeast.S_pseudosimplitigsAC.k_18.d_5.M_default
yeast	pseudosimplitigsAC	18	5	ones	11456651	11587843	11484127	103716	10545	2998276	30160	3028436	3024316	yeast.S_pseudosimplitigsAC.k_18.d_5.M_ones
yeast	pseudosimplitigsAC	18	5	runs	11456651	11587843	11483216	104627	9996	2998276	29364	3027640	3024032	yeast.S_pseudosimplitigsAC.k_18.d_5.M_runs
yeast	pseudosimplitigsAC	18	5	zeros	11456651	11587843	11456651	131192	22515	2998276	60992	3059268	3046148	yeast.S_pseudosimplitigsAC.k_18.d_5.M_zeros
yeast	pseudosimplitigsAC	18	6	default	11456651	11589365	11456651	132714	23690	2999068	64264	3063332	3046768	yeast.S_pseudosimplitigsAC.k_18.d_6.M_default
yeast	pseudosimplitigsAC	18	6	ones	11456651	11589365	11485414	103951	11451	2999068	32928	3031996	3026512	yeast.S_pseudosimplitigsAC.k_18.d_6.M_ones
yeast	pseudosimplitigsAC	18	6	runs	11456651	11589365	11484642	104723	10934	2999068	32392	3031460	3025680	yeast.S_pseudosimplitigsAC.k_18.d_6.M_runs
yeast	pseudosimplitigsAC	18	6	zeros	11456651	11589365	11456651	132714	23708	2999068	64404	3063472	3047196	yeast.S_pseudosimplitigsAC.k_18.d_6.M_zeros
yeast	pseudosimplitigsAC	18	7	default	11456651	11597667	11456651	141016	25792	3000028	69140	3069168	3053804	yeast.S_pseudosimplitigsAC.k_18.d_7.M_default
yeast	pseudosimplitigsAC	18	7	ones	11456651	11597667	11487825	109842	13319	3000028	37988	3038016	3031480	yeast.S_pseudosimplitigsAC.k_18.d_7.M_ones
yeast	pseudosimplitigsAC	18	7	runs	11456651	11597667	11487040	110627	12790	3000028	37428	3037456	3030948	yeast.S_pseudosimplitigsAC.k_18.d_7.M_runs
yeast	pseudosimplitigsAC	18	7	zeros	11456651	11597667	11456651	141016	25804	3000028	69180	3069208	3054092	yeast.S_pseudosimplitigsAC.k_18.d_7.M_zeros
yeast	pseudosimplitigsAC	18	8	default	11456651	11612721	11456651	156070	28438	3003948	73952	3077900	3061892	yeast.S_pseudosimplitigsAC.k_18.d_8.M_default
yeast	pseudosimplitigsAC	18	8	ones	11456651	11612721	11489639	123082	15878	3003948	43160	3047108	3040568	yeast.S_pseudosimplitigsAC.k_18.d_8.M_ones
